STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,SCENARIO,Scenario,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,NLD,Netherlands,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2013,,1.96058333333333,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,NLD,Netherlands,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2014,,1.45466666666667,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,NLD,Netherlands,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2015,,0.690333333333334,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,NLD,Netherlands,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2016,,0.291083333333334,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,NLD,Netherlands,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2017,,0.522083333333333,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,NLD,Netherlands,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2018,,0.576916666666667,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,NLD,Netherlands,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2019,,-0.0701666666666667,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,NLD,Netherlands,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2020,,-0.376833333333334,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,NLD,Netherlands,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2021,,-0.328083333333334,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,NLD,Netherlands,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2022,,1.37766666666667,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,NLD,Netherlands,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2023,,2.792,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,NLD,Netherlands,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2024,,2.6205,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,NLD,Netherlands,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2025,,2.68802543290043,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,NLD,Netherlands,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2026,,2.74714502164502,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,PRT,Portugal,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2010,,5.39666666666667,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,PRT,Portugal,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2011,,10.2408333333333,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,PRT,Portugal,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2012,,10.5475,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,PRT,Portugal,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2013,,6.29416666666667,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,PRT,Portugal,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2014,,3.75333333333333,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,PRT,Portugal,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2015,,2.42333333333333,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,PRT,Portugal,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2016,,3.1725,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,PRT,Portugal,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2017,,3.0525,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,PRT,Portugal,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2018,,1.84,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,PRT,Portugal,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2019,,0.757500000000002,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,PRT,Portugal,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2020,,0.416666666666666,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,PRT,Portugal,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2021,,0.295,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,PRT,Portugal,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2022,,2.17,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,PRT,Portugal,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2023,,3.2375,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,PRT,Portugal,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2024,,2.9575,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,PRT,Portugal,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2025,,2.98902543290043,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,PRT,Portugal,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2026,,3.04814502164502,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,ESP,Spain,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2010,,4.25000089878022,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,ESP,Spain,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2011,,5.43689422551768,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,ESP,Spain,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2012,,5.84653721741222,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,ESP,Spain,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2013,,4.56196203886693,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,ESP,Spain,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2014,,2.72183108211074,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,ESP,Spain,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2015,,1.73508728008262,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,ESP,Spain,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2016,,1.3933022201832,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,ESP,Spain,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2017,,1.55786583085954,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,ESP,Spain,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2018,,1.41935226843459,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,ESP,Spain,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2019,,0.661018326902565,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,ESP,Spain,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2020,,0.379477636614593,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,ESP,Spain,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2021,,0.348750237624694,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,ESP,Spain,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2022,,2.1985585456147,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,ESP,Spain,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2023,,3.48650700012548,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,ESP,Spain,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2024,,3.15379553140097,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,ESP,Spain,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2025,,3.14309953102453,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,ESP,Spain,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2026,,3.20221911976912,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,SWE,Sweden,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2010,,2.89167833333334,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,SWE,Sweden,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2011,,2.60532583333334,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,SWE,Sweden,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2012,,1.59218833333334,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,SWE,Sweden,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2013,,2.11963166666667,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,SWE,Sweden,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2014,,1.719355,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,SWE,Sweden,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2015,,0.72015,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,SWE,Sweden,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2016,,0.5396695,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,SWE,Sweden,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2017,,0.656855,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,SWE,Sweden,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2018,,0.651104166666667,,,,PA,Percent per annum,0,Units,2,Two
